[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1434039272.954000 6/11/2015, 12:14:32 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.60,  Build 081

INFO, NAME, Nd3Sb3Zn2O14
INFO, WEIGHT, 77.700
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: MT up.seq_5 to 300_quick.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1434043037.009,,5.000000e+003,7.034663e+001,1.332763e-002,0.000000e+000,3,9.941011e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.477951e-001,0.000000e+000,0,,0,
1434043081.749,,5.000000e+003,7.327705e+001,1.294457e-002,0.000000e+000,3,9.942293e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.464752e-001,0.000000e+000,0,,0,
1434043125.869,,5.000000e+003,7.621536e+001,1.258185e-002,0.000000e+000,3,9.941046e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.179794e-001,0.000000e+000,0,,0,
1434043169.679,,5.000000e+003,7.923495e+001,1.223824e-002,0.000000e+000,3,9.939744e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.477798e-001,0.000000e+000,0,,0,
1434043213.719,,5.000000e+003,8.229855e+001,1.191748e-002,0.000000e+000,3,9.936969e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.164917e-001,0.000000e+000,0,,0,
1434043256.609,,5.000000e+003,8.528938e+001,1.160311e-002,0.000000e+000,3,9.938391e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.447357e-001,0.000000e+000,0,,0,
1434043300.330,,5.000000e+003,8.817900e+001,1.131591e-002,0.000000e+000,3,9.941228e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.530212e-001,0.000000e+000,0,,0,
1434043345.410,,5.000000e+003,9.115530e+001,1.104445e-002,0.000000e+000,3,9.935530e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.582336e-001,0.000000e+000,0,,0,
1434043392.360,,5.000000e+003,9.420235e+001,1.078494e-002,0.000000e+000,3,9.937635e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,5.758209e-001,0.000000e+000,0,,0,
1434043438.250,,5.000000e+003,9.713169e+001,1.054712e-002,0.000000e+000,3,9.937718e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.410980e-001,0.000000e+000,0,,0,
1434043484.050,,5.000000e+003,1.001238e+002,1.032108e-002,0.000000e+000,3,9.937138e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.021027e-001,0.000000e+000,0,,0,
1434043530.020,,5.000000e+003,1.031425e+002,1.009599e-002,0.000000e+000,3,9.939733e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.516022e-001,0.000000e+000,0,,0,
1434043573.830,,5.000000e+003,1.060829e+002,9.895238e-003,0.000000e+000,3,9.939048e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.066040e-001,0.000000e+000,0,,0,
1434043620.850,,5.000000e+003,1.092129e+002,9.683129e-003,0.000000e+000,3,9.938869e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.390991e-001,0.000000e+000,0,,0,
1434043664.900,,5.000000e+003,1.121251e+002,9.497231e-003,0.000000e+000,3,9.939948e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.751999e-001,0.000000e+000,0,,0,
1434043708.410,,5.000000e+003,1.150334e+002,9.319454e-003,0.000000e+000,3,9.940503e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.856995e-001,0.000000e+000,0,,0,
1434043753.260,,5.000000e+003,1.180248e+002,9.148001e-003,0.000000e+000,3,9.940451e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.968994e-001,0.000000e+000,0,,0,
1434043799.180,,5.000000e+003,1.210706e+002,8.973453e-003,0.000000e+000,3,9.939514e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.460037e-001,0.000000e+000,0,,0,
1434043847.990,,5.000000e+003,1.240844e+002,8.810889e-003,0.000000e+000,3,9.943830e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.766968e-001,0.000000e+000,0,,0,
1434043893.640,,5.000000e+003,1.269863e+002,8.661038e-003,0.000000e+000,3,9.938159e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.343994e-001,0.000000e+000,0,,0,
1434043940.520,,5.000000e+003,1.299788e+002,8.513775e-003,0.000000e+000,3,9.939685e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.145996e-001,0.000000e+000,0,,0,
1434043988.010,,5.000000e+003,1.330767e+002,8.377628e-003,0.000000e+000,3,9.936296e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.100067e-001,0.000000e+000,0,,0,
1434044034.561,,5.000000e+003,1.359716e+002,8.229005e-003,0.000000e+000,3,9.941686e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.754913e-001,0.000000e+000,0,,0,
1434044082.261,,5.000000e+003,1.390362e+002,8.094350e-003,0.000000e+000,3,9.940957e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.775970e-001,0.000000e+000,0,,0,
